Age,Workclass,Education,Marital Status,Occupation,Relationship,Race,Sex,Hours per Week,Native Country,Salary
26, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,40, United-States, <=50K
18, Private, Didnt-grad-HS, Never-married, Craft-repair, Own-child, White, Male,20, United-States, <=50K
38, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,50, United-States, <=50K
50, Private, Bachelors, Married, Transport-moving, Husband, White, Male,40, United-States, >50K
19, Other, Bachelors, Never-married, Other, Own-child, White, Female,25, United-States, <=50K
32, Private, Bachelors, Married, Exec-managerial, Husband, White, Male,60, United-States, >50K
57, Private, Bachelors, Married, Sales, Husband, White, Male,40, United-States, >50K
20, Private, HS-grad, Never-married, Protective-serv, Own-child, Black, Male,40, United-States, <=50K
27, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K
31, Self-employed, Bachelors, Married, Exec-managerial, Not-in-family, White, Male,60, United-States, <=50K
60, Private, Didnt-grad-HS, Divorced, Machine-op-inspct, Not-in-family, White, Female,40, Puerto-Rico, <=50K
52, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,50, United-States, <=50K
61, Private, Didnt-grad-HS, Married, Transport-moving, Husband, White, Male,40, United-States, <=50K
57, Self-employed, HS-grad, Widowed, Craft-repair, Not-in-family, White, Male,55, United-States, >50K
19, Other, Bachelors, Never-married, Other, Own-child, White, Male,40, United-States, <=50K
59, Self-employed, Prof-school, Married, Sales, Husband, White, Male,25, United-States, <=50K
34, Self-employed, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,45, United-States, >50K
31, Private, Assoc-acdm, Married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,50, United-States, >50K
42, Private, HS-grad, Divorced, Protective-serv, Not-in-family, Black, Male,35, United-States, <=50K
70, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,6, United-States, <=50K
47, Private, Bachelors, Married, Adm-clerical, Husband, Asian-Pac-Islander, Male,40, ?, >50K
47, Other, HS-grad, Married, Other, Husband, White, Male,40, ?, <=50K
29, Private, Bachelors, Married, Transport-moving, Husband, White, Male,45, United-States, >50K
27, Private, Didnt-grad-HS, Never-married, Handlers-cleaners, Other-relative, Black, Male,40, United-States, <=50K
25, Private, Didnt-grad-HS, Married, Other, Wife, White, Female,40, United-States, <=50K
51, Private, Bachelors, Married, Exec-managerial, Husband, White, Male,60, United-States, >50K
28, Private, HS-grad, Never-married, Other, Own-child, Black, Female,40, ?, <=50K
35, Private, Bachelors, Married, Craft-repair, Husband, White, Male,40, United-States, <=50K
36, Self-employed, Bachelors, Married, Craft-repair, Husband, White, Male,60, United-States, >50K
54, Other, Masters, Never-married, Other, Not-in-family, White, Female,40, United-States, <=50K
46, Private, Assoc-voc, Married, Craft-repair, Husband, White, Male,40, United-States, <=50K
52, Private, Assoc-voc, Separated, Other, Unmarried, White, Female,35, United-States, <=50K
65, Private, Didnt-grad-HS, Married, Machine-op-inspct, Husband, White, Male,40, United-States, <=50K
43, Private, Assoc-voc, Divorced, Machine-op-inspct, Not-in-family, White, Male,40, United-States, <=50K
41, Government, HS-grad, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,40, United-States, <=50K
34, Private, Bachelors, Never-married, Exec-managerial, Other-relative, White, Female,45, United-States, <=50K
47, Self-employed, Bachelors, Married, Exec-managerial, Husband, White, Male,30, United-States, <=50K
49, Government, Masters, Never-married, Exec-managerial, Not-in-family, White, Male,56, United-States, >50K
21, Private, Bachelors, Never-married, Other, Not-in-family, White, Female,25, United-States, <=50K
20, Private, Bachelors, Never-married, Other, Not-in-family, White, Female,25, United-States, <=50K
18, Government, Didnt-grad-HS, Never-married, Protective-serv, Own-child, White, Male,40, United-States, <=50K
27, Private, Bachelors, Never-married, Sales, Not-in-family, Black, Male,40, United-States, <=50K
34, Self-employed, HS-grad, Married, Craft-repair, Husband, White, Male,50, United-States, <=50K
38, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,40, United-States, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,40, United-States, <=50K
34, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,65, United-States, <=50K
47, Private, HS-grad, Married, Machine-op-inspct, Husband, White, Male,50, United-States, >50K
27, Government, HS-grad, Separated, Exec-managerial, Unmarried, Black, Female,40, United-States, <=50K
63, Private, Assoc-voc, Widowed, Adm-clerical, Unmarried, White, Female,8, United-States, <=50K
34, Private, Bachelors, Married, Adm-clerical, Husband, Black, Male,40, United-States, >50K
25, Private, Bachelors, Married, Sales, Not-in-family, White, Male,50, United-States, <=50K
54, Private, HS-grad, Widowed, Machine-op-inspct, Unmarried, White, Male,40, United-States, <=50K
19, Other, Bachelors, Never-married, Other, Own-child, White, Female,35, United-States, <=50K
35, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,50, United-States, <=50K
24, Private, Bachelors, Married, Transport-moving, Husband, White, Male,70, United-States, >50K
26, Private, Bachelors, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,35, United-States, <=50K
59, Government, Assoc-voc, Divorced, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K
43, Private, Doctorate, Married, Prof-specialty, Not-in-family, White, Female,40, ?, <=50K
20, Private, Bachelors, Never-married, Other, Own-child, White, Female,40, United-States, <=50K
41, Private, HS-grad, Married, Farming-fishing, Husband, White, Male,40, United-States, <=50K
51, Private, Bachelors, Married, Sales, Husband, White, Male,40, United-States, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Other, Female,40, United-States, <=50K
36, Private, HS-grad, Married, Exec-managerial, Husband, White, Male,40, United-States, <=50K
25, Private, Bachelors, Never-married, Farming-fishing, Own-child, White, Male,60, United-States, <=50K
55, Private, Bachelors, Married, Sales, Husband, White, Male,50, United-States, >50K
22, Government, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,21, United-States, <=50K
58, Government, Doctorate, Married, Prof-specialty, Husband, Asian-Pac-Islander, Male,40, India, <=50K
43, Private, Bachelors, Married, Adm-clerical, Wife, White, Female,15, United-States, <=50K
39, Private, Assoc-voc, Married, Adm-clerical, Wife, White, Female,20, United-States, >50K
40, Private, Didnt-grad-HS, Never-married, Machine-op-inspct, Unmarried, Black, Female,40, Haiti, <=50K
46, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,45, United-States, <=50K
54, Government, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,20, United-States, <=50K
19, Private, Bachelors, Never-married, Sales, Own-child, Black, Male,30, United-States, <=50K
24, Private, HS-grad, Married, Adm-clerical, Husband, White, Male,40, United-States, <=50K
53, Other, HS-grad, Married, Other, Husband, White, Male,40, United-States, <=50K
24, Government, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,13, United-States, <=50K
29, Self-employed, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,65, United-States, <=50K
56, Self-employed, Bachelors, Married, Exec-managerial, Husband, White, Male,50, United-States, >50K
54, Other, HS-grad, Married, Other, Husband, White, Male,40, United-States, >50K
21, Other, Bachelors, Never-married, Other, Not-in-family, White, Female,30, United-States, <=50K
34, Private, Didnt-grad-HS, Separated, Craft-repair, Not-in-family, White, Male,40, ?, <=50K
56, Private, Didnt-grad-HS, Divorced, Machine-op-inspct, Not-in-family, White, Female,40, United-States, <=50K
34, Private, Bachelors, Married, Prof-specialty, Husband, White, Male,50, United-States, >50K
19, Private, Didnt-grad-HS, Never-married, Sales, Unmarried, Black, Female,40, United-States, <=50K
32, Self-employed, HS-grad, Married, Sales, Husband, White, Male,65, United-States, >50K
48, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,52, United-States, <=50K
67, Other, Masters, Married, Other, Husband, Black, Male,40, United-States, >50K
47, Private, HS-grad, Married, Transport-moving, Husband, White, Male,25, United-States, <=50K
52, Private, HS-grad, Married, Transport-moving, Husband, White, Male,60, United-States, >50K
40, Private, Didnt-grad-HS, Married, Machine-op-inspct, Unmarried, White, Female,40, Dominican-Republic, <=50K
28, Private, Didnt-grad-HS, Married, Craft-repair, Husband, White, Male,50, United-States, <=50K
41, Private, Bachelors, Married, Exec-managerial, Husband, White, Male,50, United-States, >50K
57, Private, Didnt-grad-HS, Divorced, Craft-repair, Unmarried, White, Male,40, Portugal, <=50K
51, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K
26, Other, Didnt-grad-HS, Never-married, Other, Not-in-family, White, Female,35, Germany, <=50K
36, Private, Bachelors, Married, Prof-specialty, Husband, Asian-Pac-Islander, Male,45, ?, <=50K
33, Private, Bachelors, Married, Exec-managerial, Husband, White, Male,50, United-States, >50K
46, Private, Bachelors, Married, Craft-repair, Husband, White, Male,45, United-States, >50K
50, Private, HS-grad, Divorced, Adm-clerical, Other-relative, Asian-Pac-Islander, Female,40, Philippines, <=50K
33, Private, Bachelors, Married, Craft-repair, Not-in-family, White, Male,40, ?, <=50K
77, Self-employed, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,20, United-States, <=50K
39, Private, Masters, Never-married, Exec-managerial, Not-in-family, Black, Male,52, United-States, >50K
67, Other, HS-grad, Widowed, Other, Unmarried, White, Male,3, United-States, <=50K
35, Private, Assoc-acdm, Divorced, Handlers-cleaners, Unmarried, White, Female,24, United-States, <=50K
23, Private, Didnt-grad-HS, Never-married, Craft-repair, Own-child, Black, Female,40, United-States, <=50K
37, Private, Assoc-voc, Divorced, Prof-specialty, Not-in-family, White, Female,45, United-States, >50K
41, Private, HS-grad, Married, Transport-moving, Husband, White, Male,50, United-States, >50K
60, Private, Assoc-acdm, Married, Adm-clerical, Husband, White, Male,35, United-States, >50K
32, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,55, United-States, <=50K
56, Government, HS-grad, Married, Transport-moving, Husband, Amer-Indian-Eskimo, Male,40, United-States, <=50K
45, Government, Assoc-voc, Divorced, Tech-support, Unmarried, White, Female,40, United-States, <=50K
24, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,45, United-States, >50K
18, Private, Didnt-grad-HS, Never-married, Handlers-cleaners, Own-child, White, Male,27, United-States, <=50K
31, Private, HS-grad, Married, Other, Husband, Other, Male,40, United-States, <=50K
21, Other, Bachelors, Never-married, Other, Own-child, White, Male,50, United-States, <=50K
45, Private, Bachelors, Married, Exec-managerial, Husband, White, Male,55, United-States, >50K
23, Private, Bachelors, Never-married, Other, Not-in-family, White, Female,40, United-States, <=50K
45, Government, Bachelors, Married, Exec-managerial, Husband, White, Male,40, United-States, <=50K
18, Private, Didnt-grad-HS, Never-married, Sales, Other-relative, Amer-Indian-Eskimo, Female,25, United-States, <=50K
25, Private, HS-grad, Married, Transport-moving, Husband, Black, Male,30, United-States, <=50K
31, Government, HS-grad, Married, Sales, Husband, White, Male,40, United-States, <=50K
19, Private, HS-grad, Never-married, Machine-op-inspct, Other-relative, White, Male,45, United-States, <=50K
41, Private, Bachelors, Married, Exec-managerial, Husband, White, Male,40, United-States, >50K
74, Private, Prof-school, Widowed, Adm-clerical, Not-in-family, Black, Female,20, United-States, <=50K
27, Private, Didnt-grad-HS, Never-married, Transport-moving, Not-in-family, White, Male,40, Mexico, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K
31, Private, Assoc-voc, Married, Sales, Husband, White, Male,40, United-States, >50K
40, Self-employed, HS-grad, Married, Handlers-cleaners, Husband, White, Male,40, United-States, <=50K
41, Government, HS-grad, Married, Transport-moving, Husband, White, Male,40, United-States, >50K
25, Private, Masters, Never-married, Sales, Not-in-family, White, Male,20, United-States, <=50K
42, Private, HS-grad, Married, Craft-repair, Husband, Amer-Indian-Eskimo, Male,60, United-States, <=50K
24, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,40, United-States, <=50K
42, Private, Assoc-acdm, Married, Craft-repair, Husband, White, Male,50, United-States, >50K
45, Self-employed, Didnt-grad-HS, Married, Craft-repair, Husband, White, Male,70, United-States, <=50K
52, Government, HS-grad, Married, Exec-managerial, Husband, White, Male,40, United-States, >50K
34, Private, Assoc-voc, Divorced, Craft-repair, Not-in-family, White, Male,40, United-States, <=50K
32, Private, HS-grad, Never-married, Handlers-cleaners, Other-relative, White, Male,60, United-States, <=50K
54, Private, HS-grad, Married, Craft-repair, Husband, White, Male,45, United-States, <=50K
42, Government, Didnt-grad-HS, Never-married, Tech-support, Not-in-family, White, Male,40, United-States, <=50K
32, Private, Bachelors, Married, Tech-support, Husband, White, Male,40, United-States, >50K
40, Other, Bachelors, Married, Other, Wife, White, Female,20, United-States, <=50K
55, Self-employed, Bachelors, Married, Sales, Husband, White, Male,60, United-States, >50K
66, Other, Didnt-grad-HS, Never-married, Other, Not-in-family, White, Male,30, United-States, <=50K
52, Government, Masters, Married, Prof-specialty, Husband, White, Male,40, United-States, <=50K
21, Government, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,15, United-States, <=50K
33, Private, Bachelors, Married, Exec-managerial, Wife, White, Female,40, United-States, >50K
